msg_id,user_id,content,true_label,true_hate_speech,true_gambling,pred_hate_speech,pred_gambling,reasoning,actions
60,22,sidder her og ryster lidt. ved ikke rigtig hvad jeg laver mere. har tabt alt hvad jeg havde og sætter stadig ind. nogen der kender til en god strategi,gambling,False,True,none,high,"Brugeren udviser tydelige tegn på problematisk spilleadfærd og akut krise: fysiske symptomer (ryster), erkendelse af kontroltab ('ved ikke hvad jeg laver mere'), har tabt alt og fortsætter alligevel med at indsætte penge. Dette er stærke advarselssignaler på ludomani og potentielt selvskadende adfærd. Søgning efter 'strategi' indikerer rationalisering af fortsat spil trods åbenlyst tab. Kræver øjeblikkelig intervention og henvisning til hjælp.",Sæt spilgrænser / selvudelukkelse
2,14,okay jeg sætter bare de her 2000 ind. hvis jeg taber dem er det FÆRDIG. det lover jeg mig selv,gambling,False,True,none,high,"Brugeren udtrykker en klassisk problemspilleradfærd med en 'sidste chance'-mentalitet og selvpålagt grænse under pres. Formuleringen 'hvis jeg taber dem er det FÆRDIG' kombineret med 'det lover jeg mig selv' indikerer en desperat stemning og potentielt tab af kontrol over spilleadfærd. Dette er et rødt flag for problemspil, der bør udløse en intervention med ansvarligt spil-ressourcer.",Sæt spilgrænser / selvudelukkelse
99,18,har lånt penge af min bror og sagt det var til husleje... føler mig lidt dårlig men det er okay for jeg vinder dem tilbage i aften og betaler ham inden han finder ud af det,gambling,False,True,none,high,"Brugeren beskriver klassiske tegn på problematisk spilleadfærd: løgn over for familiemedlem om lånte penge, skyldfølelse kombineret med rationalisering ('det er okay'), og magisk tænkning om at 'vinde pengene tilbage'. Mønsteret med at låne penge under falske forudsætninger for at finansiere spil er en alvorlig advarselsflagge for ludoman. Kræver intervention med ansvarligt spil-ressourcer.",Sæt spilgrænser / selvudelukkelse
155,50,lige lavet endnu et indskud. ved godt det er dumt men kan ikke stoppe nu når jeg er så tæt på at break even,gambling,False,True,none,high,"Brugeren udviser klassiske tegn på problematisk spilleadfærd: selvbevidst erkendelse af at handlingen er skadelig ('ved godt det er dumt'), manglende impulskontrol ('kan ikke stoppe'), og den kognitive fejlslutning 'chasing losses' – forsøget på at vinde det tabte tilbage for at nå break even. Dette er et akut advarselssignal der kræver intervention med ansvarligt spil-ressourcer.",Sæt spilgrænser / selvudelukkelse
386,54,min bonus er slut og jeg har ikke vundet noget. sætter rigtige penge ind nu for at vinde det tilbage der er fair,gambling,False,True,none,high,"Brugeren udviser klassiske tegn på problematisk spilleadfærd: 'chasing losses' (forsøg på at vinde tabt beløb tilbage), irrationel tankegang om at det er 'fair' at vinde nu, og impulsiv beslutning om at indsætte rigtige penge efter bonus er opbrugt. Historikken viser en bekymrende progression med gentagne tab ('taber og taber og taber'). Bør udløse ansvarligt spil-intervention.",Sæt spilgrænser / selvudelukkelse
166,4,har siddet her siden i går aftes og stadig ikke ramt noget ordentligt...,gambling,False,True,none,high,"Brugeren beskriver en spillesession der har varet siden aftenen før, hvilket indikerer potentielt problematisk spilleadfærd med langvarig eksponering uden pauser. Kombineret med den tidligere besked der rationaliserer tab, tyder mønsteret på tegn på ludomani eller i det mindste uforsvarlig spiladfærd. Ingen hadefuld tale er til stede.",Sæt spilgrænser / selvudelukkelse
466,3,"okay det er tredje gang jeg topper op i dag, nu MÅ det snart vende",gambling,False,True,none,high,"Den nye besked indeholder ingen hadefuld tale, men udviser klare tegn på problematisk spilleadfærd: tredje indbetaling samme dag kombineret med den kognitive fejlslutning 'gamblers fallacy' ('nu MÅ det snart vende'), hvilket indikerer jagten på tab og manglende impulskontrol. Brugeren bør tilbydes ansvarligt spil-ressourcer og eventuelt en pause-funktion. Bemærk desuden at brugerens historik indeholder en tidligere besked med alvorlig hadefuld tale rettet mod en anden bruger ('håber du mister alt og ender på gaden'), som bør have været flagget på daværende tidspunkt.",Sæt spilgrænser / selvudelukkelse
22,56,okay nu stopper jeg bare efter dette spin... det har jeg sagt 40 gange nu,gambling,False,True,none,high,"Brugeren viser flere alvorlige tegn på problematisk spilleadfærd: tredje indskud samme uge, selvbevidsthed om manglende evne til at stoppe ('det har jeg sagt 40 gange nu'), og manglende impulskontrol. Den nye besked indikerer tydelig tab af kontrol over spilleadfærden, hvilket kombineret med historikken om gentagne indskud udgør et mønster der kræver intervention og henvisning til støtteressourcer som StopSpillet.",Sæt spilgrænser / selvudelukkelse
402,79,"øv, der røg lønchecken lidt hurtigere end planlagt denne måned... nåja",gambling,False,True,none,high,"Beskeden alene virker afslappet og bagatelliserende, men i kombination med historikken tegner der sig et alvorligt mønster af problematisk spilleadfærd: brugeren har ikke sovet i 2 dage pga. spil, skjuler økonomiske tab for venner, omtaler en 'sidste chance' der røg, og har nu tilsyneladende spillet hele lønnen op på én måned. Den let-hen tone i den nye besked ('nåja') kan være et tegn på normalisering af alvorlige økonomiske tab. Samlet set indikerer historikken afhængighedsadfærd med sociale og økonomiske konsekvenser, og der bør udløses proaktiv intervention med tilbud om hjælp og evt. midlertidig kontospærring.",Sæt spilgrænser / selvudelukkelse
403,13,"sagde til mig selv max 500 kr i dag. har nu sat 3200 ind. men jeg er tæt på, kan bare mærke det",gambling,False,True,none,high,"Brugeren har overskredet sit selvpålagte budget med 540% (500 kr → 3200 kr) og rationaliserer fortsat spil med 'tæt på'-tænkning, som er et klassisk tegn på problematisk spilleadfærd og chasing losses. Dette kræver øjeblikkelig intervention.",Sæt spilgrænser / selvudelukkelse
67,31,hvorfor fanden giver de her slots aldrig noget? har spillet i 4 timer nu,gambling,False,True,low,medium,"Beskeden indeholder en mild ed ('fanden'), men ingen egentligt hadefuldt indhold rettet mod personer eller grupper. Gambling-mæssigt er der bekymringstegn: brugeren har spillet i 4 timer i træk og udtrykker frustration over tab, hvilket kan indikere begyndende problematisk spilmønster med lang session og negativt følelsesmæssigt engagement.","Send advarsel i chatforum, Opret sag i backoffice (ludomani)"
157,69,"er bare sur, har tabt hvad der svarer til en halv måneds husleje på en uge",gambling,False,True,none,high,"Brugeren rapporterer et betydeligt økonomisk tab svarende til en halv måneds husleje på blot én uge, kombineret med tidligere frustration over tab. Dette indikerer potentielt problematisk spilleadfærd med alvorlige økonomiske konsekvenser. Der er ingen hadefuld tale, men gambling-alvorligheden er høj og bør udløse intervention med ansvarligt spil-ressourcer.",Sæt spilgrænser / selvudelukkelse
371,15,"HAHAHAHA se engang den her klodrian miste sine penge igen, klassisk!!!",hate_speech,True,False,low,high,"Den nye besked indeholder let hånende sprog rettet mod en anden spiller ('klodrian'), men er ikke alvorlig hadtale. Den er mest sandsynligt rettet mod brugeren selv i frustration. Historikken er markant bekymrende: gentagne løfter om at stoppe, spil sent om natten og 'chasing losses'-adfærd (indskyde mere for at vinde penge hjem). Dette er klassiske tegn på problematisk spilleadfærd, og brugeren bør modtage en intervention med information om ansvarligt spil og eventuelt tilbud om selvudelukkelse.","Send advarsel i chatforum, Sæt spilgrænser / selvudelukkelse"
246,55,"for helvede da, endnu et tab på rouletten 😤",hate_speech,True,False,none,high,"Den nye besked indeholder mild frustration ('for helvede da') rettet mod situationen, ikke en person, og udgør ikke hadefuld tale. Gambling-alvorligheden vurderes som høj baseret på den samlede historik: brugeren har indbetalt mindst 3 gange samme dag, har lovet sig selv at stoppe men fortsætter, og udviser nu frustration over endnu et tab på et andet spil (roulette). Mønsteret indikerer tegn på problematisk spilleadfærd og tab af kontrol, hvilket bør udløse en ansvarligt spil-intervention.",Sæt spilgrænser / selvudelukkelse
327,30,"gider ikke mere i aften, det er for åndssvagt",hate_speech,True,False,none,low,"Beskeden udtrykker frustration og opgivelse efter spil, hvilket i kombination med historikken om indbetaling og bonus indikerer et muligt tab. Tonen er mild og ikke aggressiv over for andre. Ordet 'åndssvagt' bruges som et generelt udtryk for frustration, ikke som hadefuld tale. Den lave gambling-severity skyldes tegn på frustreret ophør af spilsession, som kan være et advarselstegn for impulsiv adfærd, men ikke umiddelbart krisetegn.",Send mail om ansvarligt spil
209,3,"jamen for helvede, nu frøs siden igen midt i en runde",hate_speech,True,False,none,none,"Den nye besked er et udtryk for frustration over tekniske problemer (frossen side under spil) og indeholder ingen hadefuld tale eller problematisk spiladfærd. Selvom historikken viser én tidligere hadefuld besked, vurderes den aktuelle besked isoleret set som harmløs - blot almindelig brugerfrustration over en teknisk fejl.",Ingen handling nødvendig
205,6,"Jeg er sgu træt af det her lort, bonus runden kom aldrig",hate_speech,True,False,low,low,"Beskeden indeholder mild banning ('sgu', 'lort') men ingen hadefuld tale rettet mod personer eller grupper. Frustrationen er rettet mod spillet selv, ikke andre brugere. Gambling-mæssigt er der en naturlig reference til en bonus-runde, men ingen tegn på problematisk spildfærd eller desperation. Set i kontekst af historikken, hvor brugeren tidligere brugte grov sprogbrug mod en anden bruger ('fucking idiot'), bør denne bruger holdes under observation, men den aktuelle besked i sig selv er relativt harmløs.","Send advarsel i chatforum, Send mail om ansvarligt spil"
183,60,"for søren da, lige nu hader jeg dette spil",hate_speech,True,False,none,low,"Beskeden udtrykker mild frustration over et spil uden had eller trusler mod andre personer. 'Hader dette spil' er almindelig udtryksform for skuffelse. I historikken ses blandede signaler: én bekymrende besked om at have brugt hele lønnen, men også positive tegn som budgettips og evne til at stoppe med lille gevinst. Den nye besked alene er lav risiko, men lønbesked i historikken bør holdes i mente.",Send mail om ansvarligt spil
122,10,"din fucking idiot, hold kæft og forsvind fra chatten",hate_speech,True,False,high,none,"Beskeden indeholder direkte verbalt misbrug og skældsord rettet mod en anden person ('fucking idiot') samt en opfordring til at forlade chatten. Dette klassificeres som høj alvorlighed for hadefuld tale og chikane. Historikken viser normal spilaktivitet uden bekymrende mønstre, så gambling-severity er none.",Bloker bruger fra chat
362,37,"hold din kæft din fede gris, ingen gider høre på dig",hate_speech,True,False,high,high,"Den nye besked indeholder grov personlig fornærmelse med krænkende sprogbrug rettet mod en anden person ('fede gris'), hvilket klassificeres som høj alvorlighed for hadefuld tale. Brugerens historik viser samtidig alvorlige tegn på problematisk spilleadfærd: gentagne indbetalinger samme dag, brug af lånte penge øremærket til husleje til spil samt vildledning af familiemedlem. Dette udgør høj gambling-alvorlighed med flere klassiske advarselstegn på ludomani, herunder jagtadfærd ('så tæt på') og økonomisk bedrag. Begge dimensioner kræver øjeblikkelig intervention.","Bloker bruger fra chat, Sæt spilgrænser / selvudelukkelse"
35,71,fucking perkersvin gå hjem til dit eget land,hate_speech,True,False,high,none,Beskeden indeholder groft racistisk og etnisk diskriminerende sprogbrug med slurord rettet mod personer med udenlandsk baggrund. Der er tale om en direkte hadefuld ytring med høj alvorlighed. Ingen gambling-relateret indhold.,Bloker bruger fra chat
8,78,"kan i ikke bare fikse de her lags, det koster mig penge ffs",hate_speech,True,False,none,low,"Beskeden indeholder ingen hadefuld tale eller diskriminerende indhold. Brugeren udtrykker frustration over tekniske problemer (lag) og nævner at det koster dem penge, hvilket indikerer en aktiv spiller der er påvirket økonomisk af tekniske fejl. 'FFS' er mild profanitet. Gambling-severity sættes til low da pengetab nævnes i kontekst af tekniske problemer, men der er ingen tegn på problematisk spilmønster eller nødråb.",Send mail om ansvarligt spil
94,7,ARGHHH tredje gang jeg rammer bust med 20 i hånden 😡,hate_speech,True,False,none,low,"Beskeden udtrykker frustration over et blackjack-spil (bust med 20 i hånden), hvilket er normalt spilleradfærd. Ingen hadtale eller krænkende indhold. Frustrationen er mild og kontekstuel, uden tegn på problematisk spilmønster baseret på denne enkelt besked.",Send mail om ansvarligt spil
151,62,"nå okay, det var åbenbart ikke min aften. for pokker",hate_speech,True,False,none,low,"Beskeden indeholder ingen hadefuld tale. Udtrykket 'for pokker' er et mildt dansk bandeord uden skadelig intention. Sætningen 'det var ikke min aften' antyder frustration over tab ved spil, hvilket er forventeligt på en casino-platform. Ingen tegn på problematisk spildfærd eller krise.",Send mail om ansvarligt spil
339,68,"seriøst hold din kæft og spil, ingen gider høre på dit lort",hate_speech,True,False,medium,low,"Beskeden indeholder direkte aggressivt og nedsættende sprog ('hold din kæft', 'dit lort') rettet mod en anden bruger, hvilket udgør chikane og et fjendtligt miljø. Det vurderes som medium alvorlighed, da sproget er klart stødende men ikke indeholder trusler, diskriminerende udtryk eller hadtale mod beskyttede grupper. Hvad angår gambling-problematik, indikerer historikken en vis risikoadfærd (skjuler spilleaktivitet for ægtefælle), men den ny besked i sig selv indeholder ingen direkte gambling-relaterede bekymringer.","Opret sag i backoffice (grimt sprog), Send mail om ansvarligt spil"
163,35,"håber virkelig du kører hjem og kører ind i et træ ikk, verden er bedre uden dig",hate_speech,True,False,high,none,"Beskeden indeholder et direkte dødønske rettet mod en anden bruger ('håber du kører ind i et træ', 'verden er bedre uden dig'), hvilket udgør en alvorlig personlig trussel og opfordring til selvskade/død. Kombineret med historikken, der indeholder grove fornærmelser inkl. ableistisk sprog ('spastiker'), viser brugeren et klart mønster af ekstremt hadefuld og aggressiv adfærd. Dette klassificeres som 'high' og bør resultere i øjeblikkelig suspendering af kontoen.",Bloker bruger fra chat
427,34,LUUK DIG VÆCK FRA BORDENE DIN SPASTIKER INGEN VIL HA DIG HER,hate_speech,True,False,high,none,"Beskeden indeholder grov hadefuld tale med brug af slurword ('spastiker'), direkte ekskluderende sprogbrug og aggressiv henvendelse rettet mod en anden bruger. Dette udgør chikane og diskriminerende sprogbrug på højeste niveau og bør resultere i øjeblikkelig handling mod kontoen. Ingen gambling-relateret indhold i denne specifikke besked, men det bemærkes at brugerens historik indeholder et bekymrende spørgsmål om at låne penge til spil.",Bloker bruger fra chat
23,9,"kæft hvor er du en ulækker lille orm, forpest ikke chatten med din tilstedeværelse",hate_speech,True,False,high,none,"Beskeden indeholder stærkt nedsættende og dehumaniserende sprog rettet mod en anden bruger ('ulækker lille orm', 'forpest chatten'). Det er direkte personangreb og chikane, som klart udgør hadefuld tale på højt niveau. Ingen spilrelateret indhold.",Bloker bruger fra chat
357,17,"hvad fanden er det for noget, rig jeg lige er tæt på bonus og så ingenting",hate_speech,True,False,low,low,"Beskeden indeholder mild bande ('hvad fanden'), men ingen hadtale eller personangreb. Frustrationen over at misse en bonus er normal spilleradfærd og ses i kontekst af en bruger der generelt virker til at spille ansvarligt med små indsatser. Ingen tegn på problematisk spilmønster eller eskalerende adfærd.","Send advarsel i chatforum, Send mail om ansvarligt spil"
358,63,sig det en gang til og jeg sværger jeg slår tænderne ud af munden på dig når jeg finder dig,hate_speech,True,False,high,high,"Den nye besked indeholder en direkte og eksplicit fysisk trussel mod en anden bruger, hvilket klassificeres som alvorlig hadtale/voldstrusler med høj alvorlighedsgrad. Gambling-alvoren er ligeledes høj: historikken viser flere alarmerende mønstre samtidigt - chasing losses ('spiller mig ud af det her hul'), eskalerende indsatser (2000 kr. ekstra efter 8 tab i træk), ønske om at hæve indbetalingsgrænse, dagligt spil og en vrangforestilling om at 'læse spillene'. Kombinationen af frustration over tab og den voldsomme trussel i den nye besked kan indikere akut gambling-relateret krise. Begge forhold kræver øjeblikkelig intervention.","Bloker bruger fra chat, Sæt spilgrænser / selvudelukkelse"
42,73,"hold da op med det lort, free spins giver altid 0",hate_speech,True,False,low,low,"Beskeden indeholder mild frustration og hverdagssprog ('lort'), men ingen egentlig hadefuld tale eller diskriminerende indhold. Mht. gambling viser brugeren skuffelse over free spins-resultater, hvilket er normalt på en casinoplatform. Der er ingen tegn på problemadfærd, ludomani eller opfordring til ulovlige aktiviteter.","Send advarsel i chatforum, Send mail om ansvarligt spil"
154,39,"næste gang du logger ind, så pas på. vi ved hvem du er",hate_speech,True,False,high,none,"Beskeden indeholder en direkte trussel mod en anden bruger ('pas på', 'vi ved hvem du er'), som udgør en klar intimidering og potentiel personlig trussel. Dette er alvorlig chikane uanset kontekst. Ingen gambling-relateret problematik er identificeret i den nye besked.",Bloker bruger fra chat
239,39,Er der nogen som helst der har prøvet at vinde på progressiv jackpot? Virker urealistisk,normal,False,False,none,low,"Den nye besked er et neutralt spørgsmål om progressiv jackpot og viser ingen tegn på problematisk spilradfærd eller hadefuld tale. I historikken er der én bekymrende besked om tab på 200 kr på 5 minutter, som indikerer en vis frustration, men ikke alarmerende adfærd. Der er også en truende besked i historikken ('næste gang du logger ind, så pas på. vi ved hvem du er'), men denne ser ud til at stamme fra en anden bruger i en samtale og ikke fra den aktuelle bruger selv. Den nye besked vurderes samlet som lav gambling-risiko, da den blot er nysgerrig og lettere skeptisk over for odds.",Send mail om ansvarligt spil
40,23,Lige hjemme fra arbejde og klar til at smide nogle spins 🎰,normal,False,False,none,low,"Beskeden er venlig og ufarlig. Brugeren udtrykker begejstring for at spille slots efter arbejde, hvilket er helt normalt adfærd på en casino-platform. Ingen tegn på problematisk spilmønster, hadefuld tale eller bekymrende adfærd.",Send mail om ansvarligt spil
64,80,Velkommen til alle de nye! Husk nu at sætte et depositum limit inden i starter,normal,False,False,none,low,"Beskeden indeholder ingen hadefuld tale. Gambling-severity er sat til 'low' da beskeden omhandler depositum limits, hvilket er et ansvarligt spil-redskab. Rådet er positivt og ansvarlighedsorienteret, men nævner indirekte gambling-aktivitet (at starte med at spille). Historikken viser en neutral bruger med positiv kundeserviceoplevelse, ingen bekymrende mønstre.",Send mail om ansvarligt spil
410,23,"lige ramt bonusrunden på Starburst, fingre krydsede 🤞",normal,False,False,none,low,"Den nye besked indeholder ingen hadefuld tale og er en neutral kommentar om et igangværende spil. Gambling-alvorligheden vurderes som lav, da beskeden blot beskriver en spilsituation uden tegn på problematisk adfærd. Dog bemærkes det i historikken, at brugeren tidligere har spillet i mindst 2 timer uden gevinst, hvilket kan være et tidligt signal på forlænget spillesession, der bør overvåges.",Send mail om ansvarligt spil
324,35,Nogen der har prøvet den nye slot med vikinger? Den ser syg ud,normal,False,False,none,high,"Den nye besked i sig selv er harmløs og viser interesse for et spil. Men i konteksten af brugerens historik er situationen alvorlig: brugeren har for nylig udtrykt desperation over tab af både bonus- og egne penge, og har nævnt ikke at have råd til en gave til sin datter. Denne tilsyneladende uskyldige besked kan indikere fortsættelse af problematisk spilleadfærd midt i en akut økonomisk krise. Brugeren bør mødes med en støttende og ansvarlig spilleintervention fremfor blot at få lov til at fortsætte. Det bemærkes desuden at historikken indeholder alvorlig hadefuld tale og dødstrusler mod en anden bruger, som bør håndteres separat.",Sæt spilgrænser / selvudelukkelse
296,25,Roulette er så addiktivt mand... bare en omgang til... og en til... 😅,normal,False,False,none,medium,"Brugeren beskriver et klassisk tegn på problematisk spilleadfærd: manglende evne til at stoppe ('bare en omgang til... og en til...'). Kombineret med ordet 'addiktivt' og den tidligere anbefaling om maks bet på slots, viser historikken en bekymrende mønster. Det er ikke akut høj risiko, men bør trigge en ansvarligt spil-advarsel eller en blød intervention fra platformen.",Opret sag i backoffice (ludomani)
161,63,Haha jeg vandt 200 kr på roulette ved at sætte på sort hele vejen igennem,normal,False,False,none,low,"Beskeden indeholder ingen hadefuld tale. Brugeren deler en positiv vindeoplevelse fra roulette, hvilket er helt normalt indhold på en casinoplatform. Kombineret med historikken, der anbefaler et spil, fremstår brugeren som en almindelig aktiv spiller. Der er ingen tegn på problematisk spildfærd, men en let markering sættes da brugeren konsekvent fokuserer på gevinster og spilanbefalinger.",Send mail om ansvarligt spil
436,19,Tip til begyndere: start ALTID med demo versionen inden du spiller for rigtige penge,normal,False,False,none,none,Beskeden indeholder ansvarligt spillerådgivning om at bruge demoversioner inden rigtige penge investeres. Dette er positivt og fremmer ansvarligt spil. Brugerens historik viser konsekvent ansvarlig spiladfærd med fokus på faste budgetter og forsigtig tilgang. Ingen problematisk indhold identificeret.,Ingen handling nødvendig
446,60,hvad er jeres go-to strategi på blackjack? jeg bruger altid basic strategy kortet,normal,False,False,none,low,"Beskeden indeholder intet hadefuldt indhold. Spørgsmålet om blackjack-strategi er harmløst og fagligt orienteret – 'basic strategy' er en matematisk baseret spilletilgang, ikke et tegn på problemspil. Brugerens historik viser generelt ansvarlig adfærd (budgettips), dog med enkelte frustrerede ytringer. Den nye besked giver anledning til 'low' på gambling-severity, da strategidiskussioner kan normalisere intensivt spil, men der er ingen advarselstegn på problemspilsadfærd.",Send mail om ansvarligt spil
97,16,"hej alle sammen! første gang jeg er her, hvad spiller i mest?",normal,False,False,none,none,"Den nye besked er en venlig og uskyldig hilsen fra en tilsyneladende ny bruger, der spørger til spilpræferencer. Der er ingen hadefuld tale, trusler eller problematisk indhold. Historikken indeholder en tidligere besked med mild negativ tone rettet mod en anden bruger, men den nye besked er helt neutral og positiv.",Ingen handling nødvendig
152,1,Nogen der kender en god strategi til baccarat? Har aldrig rigtig fattet det spil,normal,False,False,none,high,"Selve beskeden er neutral og handler om baccarat-strategi. Men i kontekst af brugerens historik er situationen bekymrende: brugeren har tidligere vist tegn på problematisk spildfærd (sætte alt ind impulsivt, tro på at gevinst vil løse problemer, bryde løfter til sig selv om at stoppe). Den nye besked indikerer fortsat aktiv spilaktivitet og opsøgning af strategier, hvilket i kombination med historikken udgør høj risiko for ludomani. Brugeren bør tilbydes hjælp og henvises til StopSpillet eller lignende rådgivning.",Sæt spilgrænser / selvudelukkelse
462,12,Blackjack bordet er fuldt igen... typisk,normal,False,False,none,medium,"Den nye besked i sig selv er harmløs - blot en frustration over et fuldt blackjack bord. Dog vurderes gambling-severity til medium pga. historikken, hvor brugeren eksplicit nævner at de ikke har råd, men alligevel indsætter 1000 kr. mere. Dette er et bekymrende signal om problematisk spilleadfærd, som bør monitoreres. Den nye besked er ikke i sig selv alarmerende, men i kontekst af historikken bør brugeren markeres til opfølgning.",Opret sag i backoffice (ludomani)
426,30,"haha min kone tror jeg ser tv, men jeg sidder her og spiller 😅",normal,False,False,none,medium,"Ingen hadefuld tale detekteret. Gambling-severity vurderes til medium på baggrund af den samlede historik og ny besked. Brugeren skjuler aktivt sit spil for sin ægtefælle, hvilket er et adfærdsmønster der kan indikere problematisk spilleadfærd. Historikken viser desuden tegn på eskalerende engagement (bonusjagt, strategisøgning, emotionelle udsving). Den ny besked alene er harmløs, men i kontekst af historikken bør brugeren monitoreres tæt og eventuelt præsenteres for ansvarligt spil-ressourcer.",Opret sag i backoffice (ludomani)
187,49,"tak for tips med slots typen, virkede faktisk!",normal,False,False,none,low,"Beskeden er positiv og taksigelse for et tip. Ingen hadtale eller stødende indhold. Gambling-severity sættes til low, da beskeden indgår i en kontekst med følelsesmæssige udsving i historikken (frustration efterfulgt af eufori), hvilket kan indikere impulsivt spilmønster. Den nye besked i sig selv er dog neutral og harmløs.",Send mail om ansvarligt spil
476,75,"Prøv Gates of Olympus, den giver virkelig meget i bonus buy",normal,False,False,none,medium,"Beskeden indeholder ingen hadefuld tale. Gambling-vurderingen er medium, da beskeden aktivt anbefaler et specifikt spil og fremhæver 'bonus buy'-funktionen, som er en betalt mekanisme der omgår gratis spins og kan accelerere pengebrug. Set i kontekst af brugerens historik, der viser daglig spilaktivitet ('hver eneste aften'), er der en vis bekymring for forstærkning af potentielt problematisk spillemønster. Beskeden er dog ikke direkte skadelig og udgør normal spillerdialog på en casino-platform.",Opret sag i backoffice (ludomani)
451,70,Sweet Bonanza eller Starlight Princess? Hvad foretrækker folk?,normal,False,False,none,low,"Beskeden er en harmløs sammenligning af to populære slots og inviterer til en præferencediskussion blandt brugere. Ingen tegn på hadtale, chikane eller problematisk spilleadfærd. Historikken viser en bruger, der er engageret i casinoplatformen på en social og nysgerrig måde, uden røde flag som jagtadfærd, store tab eller tvangspræget spilmønster. Gambling-severity sættes til 'low' da beskeden foregår i en gambling-kontekst, men indholdet er neutralt.",Send mail om ansvarligt spil
128,70,RTP på 96% lyder godt men i praksis mærker man det ikke altid 😄,normal,False,False,none,low,"Beskeden er en ufarlig, let humoristisk kommentar om RTP (Return to Player) procenter i casino-spil. Der er ingen hadefuld tale, trusler eller problematisk indhold. Gambling-sværhedsgraden er 'low' da beskeden refererer til casino-mekanikker, men uden tegn på problematisk spilleadfærd, frustration eller afhængighedsproblematik. Smileyen indikerer en afslappet, ubekymret tone.",Send mail om ansvarligt spil
398,40,nogen der kender en god strategi til baccarat?,normal,False,False,none,low,"Beskeden er et neutralt spørgsmål om baccarat-strategi uden problematisk indhold. Historikken viser let frustration over tab og mistanke til systemet, men også afslappet tone og sociale elementer. Ingen klare tegn på problematisk spilleadfærd som jagten på tab eller nødlidende sprogbrug. Lav gambling-severity tildeles pga. kombinationen af tabsfrustration i historikken og nu søgning efter strategi, hvilket kan indikere begyndende fokus på at 'vinde tabene tilbage', men niveauet er ikke alarmerende.",Send mail om ansvarligt spil
197,11,"Lige taget en pause og spist aftensmad, nu er jeg klar igen haha",normal,False,False,none,medium,"Beskeden i sig selv er uskyldig, men i kontekst med historikken tegner der sig et bekymrende mønster. Brugeren lovede sig selv at stoppe, tog en pause, men er nu tilbage igen. Kombinationen af selvløfter om at stoppe efterfulgt af fortsættelse er et advarselstegn på problematisk spilad­færd. Ingen hadefuld tale.",Opret sag i backoffice (ludomani)
160,29,"Prøvede tilfældigt Gonzo's Quest og ramte 3000x, er det normalt??",normal,False,False,none,high,"Brugeren viser klare tegn på problematisk spilleadfærd i historikken: negativ kontosaldo, brug af kreditkort til spil, og magisk tænkning ('hvis jeg bare rammer et stort win'). Den nye besked om et 3000x win kan forstærke denne farlige adfærd ved at bekræfte forestillingen om store gevinster som løsning. Samlet mønster indikerer høj risiko for ludomani og økonomisk skade.",Sæt spilgrænser / selvudelukkelse
